ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5116444,3,,,,,,4,1,8,0
5116446,10,,,,,,34,,44,0
5116447,1,,,,,,,,1,0
5116448,10,,,,,,11,,21,0
5116449,10,,,,,,2,,12,0
5116450,9,,,,,,,,9,0
5116451,5,,,,,,,1,6,0
5116454,6,,,,,,3,,9,0
5116455,15,1,1,1,1,1,,1,21,0
5116459,,,,,,,,8,8,1
5116460,9,,,,,,,1,10,0
5116461,9,,,,,,,1,10,0
5116462,9,,,,,,,1,10,0
5116463,9,,,,,,,1,10,0
5116464,9,,,,,,,1,10,0
5116465,9,,,,,,,1,10,0
5116466,9,,,,,,,1,10,0
5116467,9,,,,,,,1,10,0
5116468,9,,,,,,,1,10,0
5116469,9,,,,,,,1,10,0
5116470,9,,,,,,,,9,0
5116471,4,1,,,,,,,5,0
5116472,25,3,,,,,,3,31,0
5116473,4,1,,,,,,,5,0
5116474,9,,,,,,5,,14,0
5116478,9,,,,,,,,9,0
5116481,6,,,,,,,2,8,0
5116482,7,,,,,,,2,9,0
5116483,6,,,,,,,2,8,0
5116484,6,,,,,,,1,7,0
5116486,12,,,,,,35,7,54,0
5116487,12,,,,,,12,7,31,0
5116488,3,,,,,,,1,4,0
5116489,3,,,,,,12,1,16,0
5116490,17,,,,,,21,,38,0
5116491,5,,,,,,14,1,20,0
5116492,4,,,,,,14,1,19,0
5116493,4,,,,,,13,1,18,0
5116494,4,,,,,,17,1,22,0
5116495,4,,,,,,17,1,22,0
5116496,6,,,,,,12,,18,0
5116497,2,,,,,,,,2,0
5116498,,,,,,,,18,18,1
5116499,,,,,,,,18,18,1
5116500,6,1,,,,,,,7,0
5116501,24,,,,,,,,24,0
5116502,10,,,,,,21,10,41,0
5116503,24,,,,,,2,,26,0
5116504,24,,,,,,2,,26,0
5116505,2,,,,,,23,,25,0
5116506,2,,,,,,6,,8,0
5116509,1,,,,,,23,6,30,0
5116512,2,,,,,,6,1,9,0
5116513,4,,,,,,4,1,9,0
5116517,1,,,,,,,8,9,0
5116518,40,,,,,,,1,41,0
5116519,1,,,,,,33,6,40,0
5116520,4,,,,,,4,,8,0
5116521,9,,,,,,38,,47,0
5116522,10,1,,,,,27,,38,0
5116523,,,,,,,,4,4,1
5116524,25,,,,,,9,1,35,0
5116525,,,,,,,,37,37,1
5116526,,,,,,,,34,34,1
5116527,8,,,,,,,,8,0
5116528,,,,,,,,8,8,1
5116529,,,,,,,,13,13,1
5116530,12,3,1,,,,,,16,0
5116531,16,5,1,,,,18,,40,0
5116534,3,,,,,,,1,4,0
5116535,24,,,,,,,19,43,0
5116536,11,1,,,,,22,,34,0
5116538,3,,,,,,17,,20,0
5116539,,,,,,,,5,5,1
5116542,6,,,,,,30,,36,0
5116543,3,,,,,,44,,47,0
5116544,,,,,,,28,7,35,0
5116547,4,,1,,,,,3,8,0
5116548,17,,1,,,,,12,30,0
5116549,15,,1,,,,,12,28,0
5116550,13,,1,,,,,10,24,0
5116551,12,,,,,,,1,13,0
5116552,10,,,,,,4,,14,0
5116553,8,,,,,,,1,9,0
5116554,2,,,,,,6,1,9,0
5116555,2,,,,,,11,1,14,0
5116556,12,,,,,,,1,13,0
5116558,8,,,,,,33,,41,0
5116559,8,,,,,,52,,60,0
5116562,5,,,,,,,,5,0
5116563,8,,,,,,11,,19,0
5116565,8,,,,,,38,,46,0
5116566,3,,,,,,35,,38,0
5116567,6,,,,,,39,,45,0
5116568,6,,,,,,39,,45,0
5116569,3,,,,,,36,,39,0
5116571,3,,,,,,35,,38,0
5116572,3,,,,,,5,,8,0
5116573,22,,,,,,10,1,33,0
5116576,5,,,,,,4,1,10,0
5116577,3,,,,,,5,,8,0
5116578,3,,,,,,26,,29,0
5116579,3,,,,,,23,,26,0
5116581,4,1,1,,,,42,,48,0
5116582,,,,,,,43,11,54,0
5116588,6,,,,,,34,,40,0
5116590,8,,,,,,30,,38,0
5116591,6,,,,,,,1,7,0
5116592,6,,,,,,,1,7,0
5116593,8,,,,,,24,,32,0
5116594,18,,,,,,14,,32,0
5116595,6,,,,,,,,6,0
5116596,1,,,,,,25,3,29,0
5116597,7,,,,,,27,,34,0
5116598,7,,,,,,25,,32,0
5116599,7,,,,,,20,,27,0
5116600,7,2,,,,,30,,39,0
5116601,34,,,,,,,5,39,0
5116602,4,,,,,,,1,5,0
5116603,7,2,,,,,23,,32,0
5116604,4,,,,,,,1,5,0
5116605,14,,,,,,25,,39,0
5116606,10,,,,,,3,,13,0
5116609,10,,,,,,17,,27,0
5116610,10,,,,,,16,,26,0
5116611,6,,,,,,18,,24,0
5116612,2,,,,,,9,4,15,0
5116613,5,,,,,,,,5,0
5116614,,,,,,,,24,24,1
5116615,,,,,,,,24,24,1
5116616,,,,,,,,24,24,1
5116617,21,,,,,,,24,45,0
5116620,,,,,,,,24,24,1
5116621,10,,,,,,27,2,39,0
5116622,,,,,,,,7,7,1
5116623,,,,,,,,41,41,1
5116624,9,,,,,,25,1,35,0
5116625,7,,,,,,,2,9,0
5116627,7,,,,,,,1,8,0
5116629,2,,,,,,53,1,56,0
5116630,9,,,,,,43,1,53,0
5116631,2,,,,,,19,1,22,0
5116632,14,2,,,,,,,16,0
5116633,11,,,,,,38,,49,0
5116634,9,,,,,,,,9,0
5116635,11,,,,,,13,,24,0
5116636,10,,,,,,,,10,0
5116637,10,,,,,,,,10,0
5116638,8,,,,,,1,,9,0
5116639,15,,,,,,,1,16,0
5116640,13,,,,,,,,13,0
5116641,21,,,,,,,1,22,0
5116642,2,,,,,,28,,30,0
5116643,21,,,,,,,1,22,0
5116644,20,,,,,,5,,25,0
5116645,18,,,,,,1,,19,0
5116646,18,,,,,,18,,36,0
5116647,11,,,,,,,2,13,0
5116648,12,,,,,,,,12,0
5116649,6,,,,,,6,,12,0
5116650,6,,,,,,,7,13,0
5116651,6,,,,,,,7,13,0
5116652,6,,,,,,,7,13,0
5116653,6,,,,,,,7,13,0
5116654,6,,,,,,,7,13,0
5116655,6,,,,,,,7,13,0
5116656,14,,,,,,14,3,31,0
5116657,10,,,,,,,2,12,0
5116658,14,,,,,,14,3,31,0
5116659,2,,,,,,,1,3,0
5116660,14,,,,,,13,3,30,0
5116661,13,,,,,,,3,16,0
5116662,,,,,,,,11,11,1
5116663,,,,,,,,6,6,1
5116664,,,,,,,,13,13,1
5116665,,,,,,,13,28,41,0
5116666,,,,,,,2,28,30,0
5116667,24,,,,,,14,,38,0
5116668,24,,,,,,15,,39,0
5116669,2,3,,,,,27,,32,0
5116672,5,,,,,,,,5,0
5116673,4,,,,,,,,4,0
5116674,12,,,,,,43,,55,0
5116675,16,,,,,,,12,28,0
5116676,10,,,,,,,19,29,0
5116677,12,,,,,,,9,21,0
5116679,7,,1,,,,,6,14,0
5116680,5,,,,,,,5,10,0
5116682,,,,,,,,4,4,1
5116683,9,,,,,,,29,38,0
5116684,10,,,,,,16,,26,0
5116686,3,,,,,,,22,25,0
5116689,11,,,,,,,,11,0
5116691,4,6,,,,,8,,18,0
5116692,13,,,,,,19,,32,0
5116693,12,,,,,,,,12,0
5116696,2,,,,,,24,1,27,0
5116697,2,,,,,,18,1,21,0
5116698,,,,,,,,1,1,1
5116699,6,,,,,,6,,12,0
5116700,6,,,,,,5,,11,0
5116701,11,1,,,,,6,,18,0
5116702,7,,,,,,12,18,37,0
5116703,11,1,,,,,6,,18,0
5116704,4,,,,,,,1,5,0
5116705,10,,,,,,,1,11,0
5116706,10,,,,,,,,10,0
5116707,12,,,,,,2,,14,0
5116708,12,,,,,,2,,14,0
5116709,12,,,,,,30,,42,0
5116710,10,,,,,,,,10,0
5116712,6,,,,,,53,,59,0
5116713,11,,,,,,16,1,28,0
5116714,11,,,,,,4,1,16,0
5116715,24,,,,,,,1,25,0
5116716,11,,,,,,12,1,24,0
5116717,11,,,,,,16,1,28,0
5116718,18,,,,,,,,18,0
5116719,3,,,,,,23,,26,0
5116720,3,,,,,,11,,14,0
5116721,14,,,,,,,13,27,0
5116722,6,,,,,,19,,25,0
5116723,6,,,,,,14,,20,0
5116724,6,,,,,,13,,19,0
5116725,6,,,,,,18,,24,0
5116726,6,,,,,,1,,7,0
5116729,11,,,,,,33,,44,0
5116730,8,,,,,,43,,51,0
5116731,6,,,,,,48,,54,0
5116732,11,,,,,,40,,51,0
5116735,8,,,,,,28,,36,0
5116736,7,,,,,,,1,8,0
5116738,10,,,,,,,12,22,0
5116741,,,,,,,,35,35,1
5116742,,,,,,,,35,35,1
5116745,1,,1,1,1,5,12,17,38,0
5116746,1,,1,1,1,5,12,17,38,0
5116747,,,,,,,,17,17,1
5116748,,,,,,,,5,5,1
5116749,10,,,,,,,,10,0
5116750,11,,,,,,,,11,0
5116751,17,,,,,,,,17,0
5116752,2,,,,,,8,,10,0
5116753,4,3,,,,,,,7,0
5116755,3,,,,,,23,,26,0
5116756,3,,,,,,28,,31,0
5116757,30,1,,,,,,,31,0
5116761,9,8,3,2,,,22,,44,0
5116762,9,8,3,2,,,22,,44,0
5116763,9,8,3,2,,,22,,44,0
5116766,3,,,,,,,1,4,0
5116767,4,,,,,,9,2,15,0
5116768,5,,,,,,,1,6,0
5116769,5,,,,,,,2,7,0
5116770,5,,,,,,,2,7,0
5116771,2,,,,,,,3,5,0
5116774,1,,,,,,6,,7,0
5116775,,,,,,,17,1,18,0
5116776,6,,,,,,19,,25,0
5116777,1,,,,,,,11,12,0
5116778,,,,,,,,7,7,1
5116779,6,,,,,,,2,8,0
5116780,6,,,,,,38,,44,0
5116781,,,,,,,,11,11,1
5116782,9,,,,,,6,,15,0
5116783,9,,,,,,14,,23,0
5116784,9,,,,,,14,,23,0
5116785,9,,,,,,13,,22,0
5116787,31,,,,,,,1,32,0
5116788,2,,,,,,,3,5,0
5116789,1,,,,,,,2,3,0
5116790,7,,,,,,,,7,0
5116791,5,,,,,,,,5,0
5116792,4,,,,,,,,4,0
5116793,4,,,,,,,,4,0
5116794,3,,,,,,,,3,0
5116795,2,,,,,,,,2,0
5116796,1,,,,,,,,1,0
5116797,23,,,,,,,16,39,0
5116798,15,2,,,,,,15,32,0
5116799,23,,,,,,,17,40,0
5116800,4,,,,,,41,2,47,0
5116801,3,,,,,,20,,23,0
5116802,2,3,,,,,42,2,49,0
5116805,5,9,,,,,,39,53,0
5116806,8,,,,,,,3,11,0
5116807,8,,,,,,,2,10,0
5116809,5,,,,,,14,,19,0
5116810,5,,,,,,14,,19,0
5116811,5,,,,,,14,,19,0
5116812,5,,,,,,14,,19,0
5116813,5,,,,,,13,,18,0
5116814,,,,,,,,12,12,1
5116815,9,,,,,,29,,38,0
5116816,9,,,,,,29,,38,0
5116817,9,,,,,,12,,21,0
5116818,9,,,,,,8,,17,0
5116819,4,,,,,,,,4,0
5116820,9,,,,,,,,9,0
5116821,13,,,,,,,,13,0
5116822,11,,,,,,1,1,13,0
5116823,57,,,,,,,1,58,0
5116824,6,,,,,,43,,49,0
5116826,20,,,,,,33,,53,0
5116828,10,,,,,,12,,22,0
5116829,10,,,,,,,,10,0
5116830,7,,,,,,5,,12,0
5116831,2,,,,,,,1,3,0
5116832,6,,,,,,42,,48,0
5116833,9,,,,,,25,,34,0
5116834,9,,,,,,25,,34,0
5116835,6,,,,,,6,,12,0
5116836,9,,,,,,15,,24,0
5116837,9,,,,,,2,,11,0
5116838,6,,,,,,9,,15,0
5116839,3,4,,,,,,1,8,0
5116840,7,,,,,,,,7,0
5116841,6,,,,,,,,6,0
5116845,21,1,,,,,13,1,36,0
5116846,11,,,,,,24,1,36,0
5116850,8,,,,,,,1,9,0
5116851,11,,,,,,5,,16,0
5116853,33,,,,,,,1,34,0
5116854,32,,,,,,,1,33,0
5116855,,,,,,,,2,2,1
5116856,1,,,,,,,2,3,0
5116857,2,,,,,,,1,3,0
5116858,1,,,,,,,1,2,0
5116859,38,,,,,,,6,44,0
5116860,,,,,,,,2,2,1
5116861,12,,,,,,,2,14,0
5116862,9,3,,,,,,1,13,0
5116863,2,,,,,,1,,3,0
5116864,2,,,,,,,1,3,0
5116865,2,,,,,,,,2,0
5116867,18,,,,,,,1,19,0
5116868,11,,,,,,27,,38,0
5116870,12,,,,,,12,,24,0
5116872,12,,,,,,45,1,58,0
5116873,12,,,,,,20,1,33,0
5116875,,,,,,,,34,34,1
5116877,10,,,,,,38,1,49,0
5116878,6,,,,,,9,2,17,0
5116879,6,,,,,,29,,35,0
5116880,,,,,,,,13,13,1
5116881,27,1,,,,,,,28,0
5116882,30,,,,,,2,,32,0
5116883,24,2,,,,,21,,47,0
5116884,,,,,,,23,1,24,0
5116885,3,,,,,,22,,25,0
5116886,5,,,,,,,1,6,0
5116887,1,,,,,,,8,9,0
5116888,3,,,,,,,,3,0
5116889,11,,,,,,18,,29,0
5116890,4,,,,,,,1,5,0
5116891,20,,,,,,,,20,0
5116892,12,,,,,,11,1,24,0
5116893,12,,,,,,29,1,42,0
5116896,20,,,,,,18,,38,0
5116898,7,,,,,,,,7,0
5116899,1,,,,,,,,1,0
5116900,3,3,,,,,5,,11,0
5116901,6,,,,,,4,,10,0
5116902,,,,,,,,20,20,1
5116903,12,,,,,,9,,21,0
5116905,11,,,,,,2,,13,0
5116906,6,1,3,1,1,3,,,15,0
5116907,4,1,3,,,,,,8,0
5116908,2,2,,,,,1,3,8,0
5116910,18,2,,,,,11,1,32,0
5116911,12,1,,,,,,,13,0
5116912,7,,,,,,,10,17,0
5116913,5,,,,,,42,,47,0
5116914,11,,,,,,,2,13,0
5116915,19,2,1,,,,,,22,0
5116916,2,,,,,,32,,34,0
5116917,,,,,,,28,12,40,0
5116918,,,,,,,15,12,27,0
5116920,,,,,,,40,12,52,0
5116921,1,1,,,,,38,,40,0
5116922,1,1,,,,,45,,47,0
5116923,1,1,,,,,38,,40,0
5116924,1,,,,,,29,11,41,0
5116925,8,,,,,,,2,10,0
5116926,,,,,,,,25,25,1
5116927,3,,,,,,4,2,9,0
5116928,1,,,,,,,12,13,0
5116930,2,,,,,,,1,3,0
5116931,8,,,,,,,17,25,0
5116932,12,,,,,,25,,37,0
5116933,12,,,,,,28,,40,0
5116935,10,,,,,,3,2,15,0
5116937,8,,,,,,28,,36,0
5116939,3,,,,,,11,,14,0
5116942,1,,,,,,,1,2,0
5116944,,,,,,,,7,7,1
5116945,4,,,,,,,3,7,0
5116947,11,,,,,,13,7,31,0
5116948,11,,,,,,1,7,19,0
5116949,1,,,,,,,2,3,0
5116950,8,,,,,,,10,18,0
5116951,8,,,,,,,9,17,0
5116952,2,,,,,,23,3,28,0
5116953,18,,,,,,,1,19,0
5116954,9,,,,,,8,1,18,0
5116955,,,,,,,47,9,56,0
5116956,,,,,,,38,11,49,0
5116957,,,,,,,7,9,16,0
5116959,19,,,,,,21,4,44,0
5116963,4,,,,,,19,,23,0
5116965,4,,,,,,3,,7,0
5116966,3,,,,,,32,1,36,0
5116967,5,,,,,,18,12,35,0
5116968,12,,,,,,39,,51,0
5116969,3,,,,,,24,1,28,0
5116971,11,1,,,,,11,,23,0
5116972,5,,,,,,,7,12,0
5116973,11,,,,,,,1,12,0
5116975,15,,,,,,,3,18,0
5116977,5,,,,,,16,1,22,0
5116980,1,,,,,,,,1,0
5116981,28,,,,,,,2,30,0
5116982,6,,,,,,,2,8,0
5116983,10,,,,,,41,,51,0
5116986,3,,,,,,34,,37,0
5116987,,,,,,,,7,7,1
5116988,4,,,,,,10,,14,0
5116989,6,,,,,,3,,9,0
5116990,6,,,,,,7,,13,0
5116991,9,,,,,,,,9,0
5116992,24,,,,,,31,,55,0
5116993,5,,,,,,,,5,0
5116994,7,,,,,,43,3,53,0
5116997,24,,,,,,18,,42,0
5116999,13,,,,,,16,,29,0
5117000,6,,,,,,,4,10,0
5117001,12,,,,,,19,,31,0
5117002,9,4,,,,,31,,44,0
5117003,21,2,,,,,25,,48,0
5117004,8,,,,,,,1,9,0
5117005,4,,,,,,20,2,26,0
5117006,3,,,,,,,,3,0
5117007,14,1,,,,,,17,32,0
5117008,10,,,,,,26,,36,0
5117009,9,,,,,,11,,20,0
5117013,26,,,,,,8,1,35,0
5117014,14,,,,,,1,,15,0
5117015,9,,,,,,24,,33,0
5117016,2,,,,,,48,,50,0
5117018,,,,,,,,7,7,1
5117019,5,,,,,,19,,24,0
5117020,10,,,,,,4,1,15,0
5117022,14,,,,,,,1,15,0
5117025,,,,,,,4,6,10,0
5117027,3,,,,,,18,,21,0
5117028,3,,,,,,17,,20,0
5117030,2,,,,,,50,,52,0
5117032,2,2,,,,,,,4,0
5117034,5,,,,,,,,5,0
5117038,1,,,,,,,22,23,0
5117039,10,,,,,,11,,21,0
5117040,13,,,,,,,1,14,0
5117041,,,,,,,41,12,53,0
5117043,,,,,,,,25,25,1
5117044,6,,,,,,,1,7,0
5117045,7,1,,,,,22,,30,0
5117047,14,,,,,,,9,23,0
5117048,7,,,,,,12,,19,0
5117053,6,1,,,,,21,,28,0
5117054,,,,,,,,43,43,1
5117055,27,,,,,,11,,38,0
5117056,9,,,,,,,1,10,0
5117057,16,1,,,,,,1,18,0
5117059,,,,,,,,13,13,1
5117060,16,,,,,,12,,28,0
5117061,9,,,,,,,1,10,0
5117062,18,,,,,,,19,37,0
5117063,2,,,,,,46,1,49,0
5117064,,,,,,,33,17,50,0
5117065,5,1,,,,,29,2,37,0
5117066,12,,,,,,3,,15,0
5117067,5,,,,,,,5,10,0
5117068,3,,,,,,,,3,0
5117069,9,,,,,,2,,11,0
5117070,34,,,,,,,1,35,0
5117071,34,,,,,,,,34,0
5117072,12,,,,,,26,,38,0
5117073,12,,,,,,36,,48,0
5117074,3,,,,,,3,,6,0
5117075,1,,,,,,,1,2,0
5117076,8,,,,,,,,8,0
5117077,,,,,,,6,3,9,0
5117078,16,,,,,,,1,17,0
5117079,,,,,,,,2,2,1
5117080,28,,,,,,,3,31,0
5117081,8,1,,,,,21,,30,0
5117082,5,,,,,,,,5,0
5117083,5,,,,,,,,5,0
5117084,13,,,,,,,,13,0
5117085,5,,,,,,5,,10,0
5117086,6,,,,,,11,,17,0
5117088,2,3,,,,,13,32,50,0
5117093,2,,,,,,,9,11,0
5117094,2,,,,,,,9,11,0
5117095,2,,,,,,,8,10,0
5117096,2,,,,,,,9,11,0
5117097,2,,,,,,,9,11,0
5117098,14,,,,,,,1,15,0
5117099,2,,,,,,,9,11,0
5117102,13,,,,,,8,,21,0
5117103,9,,,,,,,1,10,0
5117104,10,,,,,,23,,33,0
5117105,,,,,,,,52,52,1
5117107,10,,,,,,19,,29,0
5117108,9,,,,,,,,9,0
5117109,6,,,,,,,,6,0
5117110,10,,,,,,,,10,0
5117111,,,,,,,,9,9,1
5117112,,,,,,,,9,9,1
5117113,,,,,,,,9,9,1
5117114,,,,,,,,9,9,1
5117115,,,,,,,,9,9,1
5117117,,,,,,,,9,9,1
5117118,14,1,,,,,6,,21,0
5117121,18,,,,,,,4,22,0
5117122,8,15,4,,2,5,20,5,59,0
5117123,9,,,,,,,2,11,0
5117124,9,,,,,,,2,11,0
5117125,9,,,,,,,2,11,0
5117126,9,,,,,,,2,11,0
5117127,9,,,,,,,1,10,0
5117128,7,,,,,,,8,15,0
5117129,6,,,,,,,1,7,0
5117130,5,2,2,,,,20,,29,0
5117131,1,,,,,,,31,32,0
5117132,5,2,2,,,,39,,48,0
5117134,5,2,2,,,,39,,48,0
5117135,5,2,2,,,,16,,25,0
5117136,6,,,,,,45,,51,0
5117139,9,,,,,,37,3,49,0
5117141,4,,,,,,18,1,23,0
5117142,2,,,,,,,6,8,0
5117144,6,,,,,,,1,7,0
5117145,6,,,,,,,1,7,0
5117146,6,,,,,,,1,7,0
5117147,6,,,,,,,1,7,0
5117148,6,,,,,,,1,7,0
5117149,,,,,,,,8,8,1
5117150,6,,,,,,,1,7,0
5117151,6,,,,,,,,6,0
5117152,4,,,,,,,,4,0
5117153,1,,,,,,31,5,37,0
5117154,1,,,,,,31,5,37,0
5117155,10,,,,,,26,,36,0
5117156,6,,,,,,48,,54,0
5117157,4,,,,,,20,,24,0
5117159,20,,,,,,5,,25,0
5117160,15,,,,,,1,17,33,0
5117161,7,,,,,,46,,53,0
5117163,,,,,,,23,9,32,0
5117164,20,,,,,,5,,25,0
5117165,16,,,,,,31,1,48,0
5117167,14,,,,,,39,,53,0
5117168,20,,,,,,5,,25,0
5117169,20,,,,,,5,,25,0
5117170,26,2,,,,,,1,29,0
5117171,16,,,,,,,,16,0
5117175,1,,,,,,56,,57,0
5117176,11,,,,,,9,,20,0
5117177,11,,,,,,6,,17,0
5117178,,,,,,,,17,17,1
5117179,,,,,,,,17,17,1
5117180,,,,,,,,17,17,1
5117182,3,,,,,,27,,30,0
5117186,3,,,,,,46,,49,0
5117187,10,,,,,,,,10,0
5117189,17,,,,,,,,17,0
5117190,10,,,,,,,,10,0
5117191,6,,,,,,,,6,0
5117193,8,,,,,,10,,18,0
5117194,10,,,,,,8,20,38,0
5117195,7,,,,,,,1,8,0
5117196,3,,,,,,,6,9,0
5117199,9,3,,,,,10,,22,0
5117200,9,2,,,,,4,1,16,0
5117201,19,,,,,,,1,20,0
5117202,19,,,,,,,1,20,0
5117203,19,,,,,,,,19,0
5117204,13,,,,,,,,13,0
5117205,2,,,,,,,,2,0
5117206,,,,,,,,25,25,1
5117207,,,,,,,,25,25,1
5117209,,,,,,,,25,25,1
5117210,10,,,,,,,8,18,0
5117211,8,,,,,,3,2,13,0
5117213,8,,,,,,3,2,13,0
5117214,8,,,,,,2,2,12,0
5117215,12,,,,,,,2,14,0
5117216,2,,,,,,,2,4,0
5117217,14,,,,,,26,2,42,0
5117218,9,,,,,,6,2,17,0
5117219,8,,,,,,,,8,0
5117220,8,2,,,,,12,,22,0
5117221,9,,,,,,14,2,25,0
5117222,9,,,,,,3,2,14,0
5117223,4,,,,,,18,,22,0
5117224,4,,,,,,17,,21,0
5117225,4,,,,,,5,,9,0
5117226,6,1,,,,,12,,19,0
5117227,4,,,,,,1,2,7,0
5117228,2,,,,,,,2,4,0
5117230,9,,,,,,29,1,39,0
5117231,24,,,,,,18,,42,0
5117233,10,,,,,,21,,31,0
5117234,10,,,,,,3,,13,0
5117235,1,,,,,,,34,35,0
5117236,1,,,,,,15,,16,0
5117237,6,,,,,,7,,13,0
5117238,2,,,,,,,,2,0
5117239,1,,,,,,,,1,0
5117241,10,,,,,,7,,17,0
5117242,24,,,,,,13,,37,0
5117243,4,,,,,,10,2,16,0
5117244,4,,,,,,10,2,16,0
5117245,13,,,,,,,,13,0
5117246,5,,,,,,,1,6,0
5117247,12,,,,,,,1,13,0
5117248,7,,,,,,12,,19,0
5117249,4,,,,,,10,2,16,0
5117250,9,,,,,,7,1,17,0
5117251,4,,,,,,9,2,15,0
5117252,8,,,,,,,,8,0
5117254,15,1,,,,,,22,38,0
5117255,19,6,,,,,,25,50,0
5117256,11,,,,,,,28,39,0
5117257,8,,,,,,,16,24,0
5117258,3,,,,,,27,2,32,0
5117259,12,,,,,,41,,53,0
5117261,5,,,,,,46,1,52,0
5117262,11,,,,,,20,,31,0
5117264,,,,,,,,26,26,1
5117266,3,,,,,,37,,40,0
5117267,8,,,,,,,12,20,0
5117268,3,,,,,,25,,28,0
5117269,3,,,,,,1,16,20,0
5117271,25,,,,,,21,1,47,0
5117272,9,,,,,,35,,44,0
5117273,9,,,,,,26,,35,0
5117274,5,,,,,,15,,20,0
5117275,10,,,,,,,18,28,0
5117276,6,,,,,,32,,38,0
5117277,9,,,,,,,,9,0
5117278,,,,,,,,18,18,1
5117279,6,,,,,,24,,30,0
5117280,6,,,,,,32,,38,0
5117281,,,,,,,,20,20,1
5117282,11,,,,,,9,3,23,0
5117283,6,,,,,,31,,37,0
5117284,11,,,,,,8,,19,0
5117285,5,,,,,,15,,20,0
5117286,28,,,,,,9,2,39,0
5117287,6,,,,,,32,,38,0
5117288,6,,,,,,32,,38,0
5117289,6,,,,,,32,,38,0
5117290,13,,,,,,9,,22,0
5117291,2,,,,,,,,2,0
5117295,7,2,,,,,14,1,24,0
5117296,4,,,,,,,3,7,0
5117298,3,,,,,,43,12,58,0
5117299,3,,,,,,37,12,52,0
5117300,,,,,,,,7,7,1
5117301,,,,,,,,2,2,1
5117302,,,,,,,,11,11,1
5117307,6,2,,,,,27,4,39,0
5117308,,,,,,,,11,11,1
5117309,9,,,,,,,1,10,0
5117311,13,,,,,,12,1,26,0
5117312,11,,,,,,,1,12,0
5117313,5,1,1,1,1,44,,,53,0
5117314,9,,,,,,,1,10,0
5117316,5,,,,,,26,1,32,0
5117317,15,,,,,,5,,20,0
5117318,5,,,,,,,,5,0
5117319,24,,,,,,5,,29,0
5117321,,,,,,,1,6,7,0
5117322,,,,,,,,6,6,1
5117323,5,,,,,,,11,16,0
5117324,5,,,,,,38,,43,0
5117325,1,,,,,,18,,19,0
5117326,20,,,,,,23,,43,0
5117329,5,,,,,,47,,52,0
5117330,,,,,,,,21,21,1
5117331,21,,,,,,,2,23,0
5117332,21,,,,,,,2,23,0
5117334,2,,,,,,,20,22,0
5117335,2,,,,,,,20,22,0
5117336,10,,,,,,,2,12,0
5117338,2,,,,,,29,1,32,0
5117339,2,1,,,,,,4,7,0
5117340,2,1,,,,,,4,7,0
5117341,2,1,,,,,,3,6,0
5117342,10,,,,,,33,2,45,0
5117344,12,1,,,,,,5,18,0
5117345,7,1,,,,,10,1,19,0
5117350,12,,,,,,,7,19,0
5117351,2,5,3,,,,18,,28,0
5117352,,,,,,,,2,2,1
5117353,,,,,,,,2,2,1
5117354,2,,,,,,,2,4,0
5117355,4,,,,,,,1,5,0
5117356,15,,,,,,,3,18,0
5117357,15,,,,,,,3,18,0
5117358,1,,,,,,9,,10,0
5117359,5,,,,,,7,,12,0
5117360,6,,,,,,27,,33,0
5117361,,,,,,,,12,12,1
5117364,5,,,,,,20,,25,0
5117365,10,,,,,,,3,13,0
5117366,12,,,,,,10,,22,0
5117367,21,,,,,,,,21,0
5117368,10,,,,,,,2,12,0
5117369,,,,,,,,5,5,1
5117370,5,,,,,,,,5,0
5117373,3,,,,,,,2,5,0
5117374,6,2,,,,,6,,14,0
5117375,5,,,,,,,,5,0
5117376,15,,,,,,,1,16,0
5117377,12,,,,,,,1,13,0
5117383,1,,,,,,,1,2,0
5117385,12,,,,,,12,,24,0
5117386,12,,,,,,36,,48,0
5117388,6,1,,,,,,11,18,0
5117389,12,,,,,,36,,48,0
5117390,12,,,,,,36,,48,0
5117391,12,,,,,,26,,38,0
5117392,12,,,,,,36,,48,0
5117393,12,,,,,,20,,32,0
5117394,,,,,,,27,18,45,0
5117396,10,,,,,,4,1,15,0
5117397,9,,,,,,29,6,44,0
5117398,13,,,,,,,,13,0
5117399,13,,,,,,,,13,0
5117400,11,,,,,,,,11,0
5117401,5,,,,,,,,5,0
5117402,3,,,,,,,,3,0
5117403,2,,,,,,7,,9,0
5117404,2,,,,,,21,,23,0
5117405,4,,,,,,,5,9,0
5117406,4,,,,,,,5,9,0
5117407,3,,,,,,36,,39,0
5117408,4,,,,,,,5,9,0
5117409,4,,,,,,,5,9,0
5117410,8,,,,,,10,16,34,0
5117411,8,3,,,,,,,11,0
5117413,5,3,1,1,2,,40,,52,0
5117414,6,,,,,,23,,29,0
5117415,11,1,,,,,,,12,0
5117416,17,1,,,,,,1,19,0
5117417,10,1,,,,,,,11,0
5117418,10,1,,,,,,,11,0
5117419,17,1,,,,,,,18,0
5117420,7,,,,,,,,7,0
5117421,1,,,,,,27,,28,0
5117422,18,,,,,,,1,19,0
5117423,7,,,,,,39,,46,0
5117424,8,,,,,,,1,9,0
5117425,12,,,,,,27,,39,0
5117427,10,,,,,,22,,32,0
5117428,1,,,,,,24,,25,0
5117429,1,,,,,,17,,18,0
